,Number,OwnerName,Location,LocationAddress,LocationCity,LocationState,LocationZip,County,Status,NextInspectionDue,NextInspectionDueOther,MachineType,Manufacturer,UnitType,InsertedAt,LastSeen
3285,1001942,COUNTY OF CHARLESTON,CHARLESTON CNTY DETENTION CTR - ELEVATOR #4,3884 LEEDS AVENUE,N CHARLESTON,SC,29405,CHARLESTON,Active,2019-02-08 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:51:49.7624193 +00:00,2018-10-05 09:51:49.7624082 +00:00
3286,1001943,COUNTY OF CHARLESTON,CHARLESTON CNTY DETENTION CTR - ELEVATOR #5,3884 LEEDS AVENUE,N CHARLESTON,SC,29405,CHARLESTON,Active,2019-02-10 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:51:50.5034092 +00:00,2018-10-05 09:51:50.5033977 +00:00
3287,1001944,COUNTY OF CHARLESTON,CHARLESTON CNTY DETENTION CTR - ELEVATOR #6,3884 LEEDS AVENUE,N CHARLESTON,SC,29405,CHARLESTON,Active,2019-02-10 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:51:51.2780459 +00:00,2018-10-05 09:51:51.2779620 +00:00
3288,1001945,CITY OF CHARLESTON,116 MEETING STREET,116 MEETING STREET,CHARLESTON,SC,29401,CHARLESTON,Active,,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:51:52.0465024 +00:00,2018-10-05 09:51:52.0464868 +00:00
3289,1001946,CITY OF CHARLESTON,DOCK STREET THEATER,135 CHURCH ST,CHARLESTON,SC,29485,CHARLESTON,Active,2019-03-31 00:00:00.0000000,,Rope Hydro,OTHER,Passenger,2018-10-05 09:51:52.8032331 +00:00,2018-10-05 09:51:52.8032175 +00:00
3290,1001947,CITY OF CHARLESTON,DOCK STREET THEATER,135 CHURCH ST,CHARLESTON,SC,29485,CHARLESTON,Active,2019-03-31 00:00:00.0000000,,Rope Hydro,OTHER,Passenger,2018-10-05 09:51:53.5591659 +00:00,2018-10-05 09:51:53.5591534 +00:00
3291,1001948,CITY OF CHARLESTON,DOCK STREET THEATER,135 CHURCH ST,CHARLESTON,SC,29485,CHARLESTON,Active,2019-03-31 00:00:00.0000000,,Rope Hydro,OTHER,LULA,2018-10-05 09:51:54.3233891 +00:00,2018-10-05 09:51:54.3233767 +00:00
3292,1001949,CIGAR FACTORY,CIGAR FACTORY,960 MORRISON DRIVE STE 400,CHARLESTON,SC,29403,CHARLESTON,Active,,,TRACTION W/STEEL ROPES,KONE INC,Passenger,2018-10-05 09:51:55.0456070 +00:00,2018-10-05 09:51:55.0455955 +00:00
3293,1001950,CIGAR FACTORY,CIGAR FACTORY,960 MORRISON DRIVE STE 400,CHARLESTON,SC,29403,CHARLESTON,Active,,,TRACTION W/STEEL ROPES,KONE INC,Passenger,2018-10-05 09:51:55.8255795 +00:00,2018-10-05 09:51:55.8255665 +00:00
3294,1001951,CIGAR FACTORY,CIGAR FACTORY,960 MORRISON DRIVE STE 400,CHARLESTON,SC,29403,CHARLESTON,Active,,,TRACTION W/STEEL ROPES,KONE INC,Passenger,2018-10-05 09:51:56.6091238 +00:00,2018-10-05 09:51:56.6091070 +00:00
3295,1001952,CIGAR FACTORY,CIGAR FACTORY,960 MORRISON DRIVE STE 400,CHARLESTON,SC,29403,CHARLESTON,Active,,,TRACTION W/STEEL ROPES,KONE INC,Passenger,2018-10-05 09:51:57.4130405 +00:00,2018-10-05 09:51:57.4113120 +00:00
3296,1001953,CIGAR FACTORY,CIGAR FACTORY,701 EAST BAY STREET ST #6100,CHARLESTON,SC,29403,CHARLESTON,Active,,,TRACTION W/STEEL ROPES,KONE INC,Passenger,2018-10-05 09:51:58.2254604 +00:00,2018-10-05 09:51:58.2254480 +00:00
3297,1001954,LUTHERAN HOMES OF SC,FRANKE HOME,1800 FRANCE DR,MT PLEASANT,SC,29464,CHARLESTON,Active,2019-05-16 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:51:59.0162310 +00:00,2018-10-05 09:51:59.0162154 +00:00
3298,1001955,CHARLESTON CNTY SCHOOL DISTRICT,RB STALL HIGH SCHOOL,3625 ASHLEY PHOSPHATE RD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-05-22 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:51:59.8054484 +00:00,2018-10-05 09:51:59.8054364 +00:00
3299,1001956,ROPER ST. FRANCIS HEALTHCARE,WEST ASHLEY CANCER CENTER - ELEVATOR #1,2085 HENRY TECKLENBURG DR,CHARLESTON,SC,29414,CHARLESTON,Active,2019-06-26 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:52:00.5564473 +00:00,2018-10-05 09:52:00.5564325 +00:00
3300,1001957,ROPER ST. FRANCIS HEALTHCARE,WEST ASHLEY CANCER CENTER - ELEVATOR #2,2085 HENRY TECKLENBURG DR,CHARLESTON,SC,29414,CHARLESTON,Active,2019-06-26 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:52:01.3292731 +00:00,2018-10-05 09:52:01.3292482 +00:00
3301,1001958,MT. PLEASANT HOSPITAL,WEST ASHLEY CANCER CENTER - ELEVATOR #3,2085 HENRY TECKLENBURG DR,CHARLESTON,SC,29414,CHARLESTON,Active,2019-06-26 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:52:02.1026598 +00:00,2018-10-05 09:52:02.1026456 +00:00
3302,1001959,MT. PLEASANT HOSPITAL,WEST ASHLEY CANCER CENTER,2085 HENRY TECKLENBURG DR,CHARLESTON,SC,29414,CHARLESTON,Active,2020-10-10 00:00:00.0000000,,Drum Hoist,OTHER,Dumbwaiter,2018-10-05 09:52:02.8737706 +00:00,2018-10-05 09:52:02.8737592 +00:00
3303,1001960,THE MUHLER COMPANY,THE MUHLER COMPANY,5935 RIVERS AVE #103,N CHARLESTON,SC,29406,CHARLESTON,Active,,,Hydraulic,THYSSENKRUPP ACCESS,Wheelchair Lift,2018-10-05 09:52:03.6534351 +00:00,2018-10-05 09:52:03.6534216 +00:00
3304,1001961,MARRIOTT HOTEL,MARRIOTT HOTEL,170 LOCKWOOD BLVD,CHARLESTON,SC,29403,CHARLESTON,Active,2019-01-29 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:04.4209171 +00:00,2018-10-05 09:52:04.4209039 +00:00
3305,1001962,MARRIOTT HOTEL,MARRIOTT HOTEL,170 LOCKWOOD BLVD,CHARLESTON,SC,29403,CHARLESTON,Active,2019-01-29 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:05.1747490 +00:00,2018-10-05 09:52:05.1747303 +00:00
3306,1001963,"COLEMAN SNOW CONSULTANTS, LLC",UNITED INFRASTRUCTURE GROUP COLEMAN-SNOW CONSULTANTS,1691 TURNBULL AVENUE,CHARLESTON,SC,29405,CHARLESTON,Active,2019-08-11 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:52:05.9377966 +00:00,2018-10-05 09:52:05.9377820 +00:00
3307,1001964,CUMMINS TURBO TECH,CUMMINS TURBO TECH - ELEVATOR #2,9051 PALMETTO COMMERCE PKWY,LADSON,SC,29456,CHARLESTON,Active,2019-07-23 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:06.7432994 +00:00,2018-10-05 09:52:06.7432870 +00:00
3308,1001965,MORTON NEEDLE CO,MORTON NEEDLE CO,16 VENDUE RANGE,CHARLESTON,SC,29401,CHARLESTON,Temp Decom,2018-12-12 00:00:00.0000000,,Rack &amp; Pinion,OTHER,Stairway Chair Lift,2018-10-05 09:52:07.5149107 +00:00,2018-10-05 09:52:07.5148959 +00:00
3309,1001966,MEDICAL UNIVERSITY OF SOUTH CAROLINA,BIO ENGINEERING,97 PRESIDENTS ST,CHARLESTON,SC,29425,CHARLESTON,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:52:08.2703913 +00:00,2018-10-05 09:52:08.2703772 +00:00
3310,1001967,MEDICAL UNIVERSITY OF SOUTH CAROLINA,BIO ENGINEERING,97 PRESIDENTS ST,CHARLESTON,SC,29425,CHARLESTON,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:52:09.0782095 +00:00,2018-10-05 09:52:09.0781909 +00:00
3311,1001968,MEDICAL UNIVERSITY OF SOUTH CAROLINA,BIO ENGINEERING,97 PRESIDENTS ST,CHARLESTON,SC,29425,CHARLESTON,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:52:09.8092775 +00:00,2018-10-05 09:52:09.8092667 +00:00
3312,1001969,MEDICAL UNIVERSITY OF SOUTH CAROLINA,BIO ENGINEERING,97 PRESIDENT STREET,CHARLESTON,SC,29425,CHARLESTON,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:52:10.5458154 +00:00,2018-10-05 09:52:10.5458003 +00:00
3313,1001970,MEDICAL UNIVERSITY OF SOUTH CAROLINA,BIO ENGINEERING,97 PRESIDENTS ST,CHARLESTON,SC,29425,CHARLESTON,Active,2018-12-20 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTIS ELEVATOR,Passenger,2018-10-05 09:52:11.3169283 +00:00,2018-10-05 09:52:11.3169169 +00:00
3314,1001971,DEWBERRY CAPITAL,MOUNT PLEASANT SQUARE BLDG D,1440 BEN SAWYER BLVD,MT PLEASANT,SC,29464,CHARLESTON,Active,,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:12.0929386 +00:00,2018-10-05 09:52:12.0929264 +00:00
3315,1001972,ASHLEY HALL,DINING HALL,172 RUTLEDGE AVE,CHARLESTON,SC,29403,CHARLESTON,Active,2019-01-11 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:12.8768043 +00:00,2018-10-05 09:52:12.8767797 +00:00
3316,1001973,THE LANDMARK GROUP,WEST YARD LOFTS,2375 NOISETTE BLVD,CHARLESTON,SC,29405,CHARLESTON,Active,2018-12-06 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:52:14.4360638 +00:00,2018-10-05 09:52:14.4360453 +00:00
3317,1001974,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #2 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:15.1817783 +00:00,2018-10-05 09:52:15.1817654 +00:00
3318,1001975,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #3 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:15.9883343 +00:00,2018-10-05 09:52:15.9883179 +00:00
3319,1001976,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #4 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:16.8603228 +00:00,2018-10-05 09:52:16.8603082 +00:00
3320,1001977,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #5 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:17.6540775 +00:00,2018-10-05 09:52:17.6540649 +00:00
3321,1001978,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #6 BLDG 88-30,5400 INTERNATIONAL BLVD # 832,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:18.4635205 +00:00,2018-10-05 09:52:18.4635062 +00:00
3322,1001979,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #7 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:19.2404095 +00:00,2018-10-05 09:52:19.2403969 +00:00
3323,1001980,FIRST SCOTS PRESYTERIAN CHURCH,FIRST SCOTS PRESYTERIAN CHURCH,53 MEETING ST,CHARLESTON,SC,29401,CHARLESTON,Active,2019-03-15 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:20.0327400 +00:00,2018-10-05 09:52:20.0327290 +00:00
3324,1001981,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #1 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Freight,2018-10-05 09:52:20.8269249 +00:00,2018-10-05 09:52:20.8269135 +00:00
3325,1001982,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #12 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,OTHER,Freight,2018-10-05 09:52:21.5905657 +00:00,2018-10-05 09:52:21.5905540 +00:00
3326,1001983,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #8 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:22.3461831 +00:00,2018-10-05 09:52:22.3461604 +00:00
3327,1001984,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #9 BLDG. 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:23.1152269 +00:00,2018-10-05 09:52:23.1152112 +00:00
3328,1001985,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #10 BLDG. 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:23.8968754 +00:00,2018-10-05 09:52:23.8968635 +00:00
3329,1001986,BOEING AIRCRAFT,BOEING AIRCRAFT ELEVATOR #11 BLDG 88-30,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-09 00:00:00.0000000,,TRACTION W/STEEL ROPES,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:24.6493942 +00:00,2018-10-05 09:52:24.6493727 +00:00
3330,1001987,UNITED COMMUNITY BOND,UNITED COMMUNITY BOND,830 LOWCOUNTRY BLVD,MT. PLEASANT,SC,29464,CHARLESTON,Active,2019-08-01 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:25.4304668 +00:00,2018-10-05 09:52:25.4304447 +00:00
3331,1001988,N CHARLESTON RENAISSANCE FIVE INC,THE VILLAS @ HORIZON VILLAGE - ELEVATOR A,3800 RIVERS AVENUE,N CHARLESTON,SC,29405,CHARLESTON,Active,2019-01-09 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:26.2134192 +00:00,2018-10-05 09:52:26.2134048 +00:00
3332,1001989,N CHARLESTON RENAISSANCE FIVE INC,THE VILLAS @ HORIZON VILLAGE - ELEVATOR B,3800 RIVERS AVE,N CHARLESTON,SC,29405,CHARLESTON,Active,2019-01-09 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:26.9922772 +00:00,2018-10-05 09:52:26.9922639 +00:00
3333,1001990,CHARLESTON CNTY SCHOOL DISTRICT,ASHLEY RIVER SCHOOL,1871 WALLACE SCHOOL RD,N CHARLESTON,SC,29407,CHARLESTON,Active,2020-06-09 00:00:00.0000000,,Hydraulic,OTHER,Wheelchair Lift,2018-10-05 09:52:27.7472137 +00:00,2018-10-05 09:52:27.7472004 +00:00
3334,1001991,THE CATHEDRAL OF ST LUKE AND ST PAUL,THE CATHEDRAL OF ST LUKE AND ST PAUL,126 COMING ST,CHARLESTON,SC,29403,CHARLESTON,Active,2020-09-11 00:00:00.0000000,,Screw,OTHER,Wheelchair Lift,2018-10-05 09:52:28.5569387 +00:00,2018-10-05 09:52:28.5569178 +00:00
3335,1001992,KINDER MORGAN TERMINALS,KINDER MORGAN OFFICE BLDG,1500 GREENLEAF ST,CHARLESTON,SC,29405,CHARLESTON,Active,2022-02-22 00:00:00.0000000,,Rope Hydro,THYSSENKRUPP ACCESS,Wheelchair Lift,2018-10-05 09:52:29.3863378 +00:00,2018-10-05 09:52:29.3862544 +00:00
3336,1001993,FIRST SCOTS PRESYTERIAN CHURCH,FIRST SCOTS - KIRK HOUSE,79 TRADD ST,CHARLESTON,SC,29401,CHARLESTON,Dormant,,,Screw,THYSSENKRUPP ACCESS,Wheelchair Lift,2018-10-05 09:52:30.1882378 +00:00,2018-10-05 09:52:30.1882163 +00:00
3337,1001994,BASIL THAI CUISINE,BASIL THAI CUISINE,P.O. BOX 2525,MT PLEASANT,SC,29465,CHARLESTON,Active,2019-03-20 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:31.0217968 +00:00,2018-10-05 09:52:31.0217745 +00:00
3338,1001995,HAMPTON VENTURES ,COASTAL COMMUNITY FOUNDATION CENTER,635 RUTLEDGE AVE,CHARLESTON,SC,29403,CHARLESTON,Active,2019-05-16 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:31.7772697 +00:00,2018-10-05 09:52:31.7772551 +00:00
3339,1001996,CITY OF FOLLY BEACH,FOLLY BEACH PUBLIC SAFETY,106 W. COOPER STREET,FOLLY BEACH,SC,29439,CHARLESTON,Active,2019-07-06 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:32.5752133 +00:00,2018-10-05 09:52:32.5751931 +00:00
3340,1001997,HUMANITIES FOUNDATION INC,GRAND VIEW APARTMENTS,1850 MAGWOOD DR,CHARLESTON,SC,29414,CHARLESTON,Active,2019-08-11 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:52:33.3404295 +00:00,2018-10-05 09:52:33.3404150 +00:00
3341,1001998,THE WODA GROUP LLC,PINECREST GREENE,1750 RAOUL WALLENBERG BLVD,CHARLESTON,SC,29407,CHARLESTON,Active,2019-03-28 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:34.1572753 +00:00,2018-10-05 09:52:34.1572626 +00:00
3342,1001999,THE WODA GROUP LLC,PINECREST GREENE - ELEVATOR #2,1750 RAOUL WALLENBERG BLVD,CHARLESTON,SC,29407,CHARLESTON,Active,2019-02-05 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:34.9480768 +00:00,2018-10-05 09:52:34.9480543 +00:00
3343,1002000,THE WODA GROUP LLC,PINECREST GREENE - ELEVATOR #3,1750 RAOUL WALLENBERG BLVD,CHARLESTON,SC,29407,CHARLESTON,Active,2019-02-05 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:35.7526453 +00:00,2018-10-05 09:52:35.7526323 +00:00
3344,1002001,THE WODA GROUP LLC,PINECREST GREENE - ELEVATOR #4,1750 RAOUL WALLENBERG BLVD,CHARLESTON,SC,29407,CHARLESTON,Active,2019-02-05 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:36.5225337 +00:00,2018-10-05 09:52:36.5225221 +00:00
3345,1002002,ETIWAN MOSONIC LODGE #95,ETIWAN MOSONIC LODGE #95,438 WHILDEN ST,MT PLEASANT,SC,29464,CHARLESTON,Active,,,Rack &amp; Pinion,OTHER,Stairway Chair Lift,2018-10-05 09:52:37.2813560 +00:00,2018-10-05 09:52:37.2813335 +00:00
3346,1002003,CHARLESTON DAY SCHOOL,CHARLESTON DAY SCHOOL,15 ARCHDALE ST,CHARLESTON,SC,29401,CHARLESTON,Active,2019-06-12 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ACCESS,Passenger,2018-10-05 09:52:38.0802314 +00:00,2018-10-05 09:52:38.0802153 +00:00
3347,1002004,APPLE REIT,HOME2 SUITES - ELEVATOR #1,3401 W MONTAGUE AVENUE,N CHARLESTON,SC,29420,CHARLESTON,Active,2019-03-19 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:52:39.7049150 +00:00,2018-10-05 09:52:39.7049025 +00:00
3348,1002005,APPLE REIT,HOME2 SUITES - ELEVATOR #2,3401 W MONTAGUE AVENUE,N CHARLESTON,SC,29420,CHARLESTON,Active,2019-03-19 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:52:40.5637389 +00:00,2018-10-05 09:52:40.5637269 +00:00
3349,1002006,BOEING AIRCRAFT,BOEING DELIVERY CENTER - 88-88 PASSENGER,5400 INTERNATIONAL BLVD.,N. CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-11 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,OTHER,2018-10-05 09:53:05.0173212 +00:00,2018-10-05 09:53:05.0173077 +00:00
3350,1002007,BOEING AIRCRAFT,BOEING DELIVERY CENTER -BLDG. 88-88 SERV. ELEV.,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-11 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,OTHER,2018-10-05 09:53:05.8174214 +00:00,2018-10-05 09:53:05.8174075 +00:00
3351,1002008,"25 CALHOUN CMB, LLC",25 CALHOUN,25 CALHOUN STREET,CHARLESTON,SC,29401,CHARLESTON,Active,2018-10-25 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:53:06.5825913 +00:00,2018-10-05 09:53:06.5825782 +00:00
3352,1002009,"25 CALHOUN CMB, LLC",25 CALHOUN,25 CALHOUN STREET,CHARLESTON,SC,29401,CHARLESTON,Active,2018-10-25 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:53:07.3906502 +00:00,2018-10-05 09:53:07.3906377 +00:00
3353,1002010,MEETING STREET ACADEMY,MEETING STREET ACADEMY,642 MEETING STREET,CHARLESTON,SC,29403,CHARLESTON,Active,,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:53:20.7158390 +00:00,2018-10-05 09:53:20.7158139 +00:00
3354,1002011,MEETING STREET ACADEMY,MEETING STREET ACADEMY,642 MEETING STREET,CHARLESTON,SC,29403,CHARLESTON,Active,2019-06-05 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:53:21.4800646 +00:00,2018-10-05 09:53:21.4800526 +00:00
3355,1002012,BOEING AIRCRAFT,BOEING SITE SUPPORT BUILDING,5400 INTERNATIONAL BLVD,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-07-10 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:53:23.8647739 +00:00,2018-10-05 09:53:23.8647522 +00:00
3356,1002013,FRANKE HOME AT SEASIDE,FRANKE HOME AT SEASIDE,1885 RIFLE RANGE RD.,MT PLEASANT,SC,29464,CHARLESTON,Destroyed,2025-11-05 00:00:00.0000000,,Hydraulic,OTIS ELEVATOR,Passenger,2018-10-05 09:53:33.1517773 +00:00,2018-10-05 09:53:33.1517478 +00:00
3357,1002014,HERITAGE TRUST FEDERAL CREDIT UNION ,HERITAGE TRUST FCU,200 MARYMEADE DR ,SUMMERVILLE,SC,29483,CHARLESTON,Active,2018-11-06 00:00:00.0000000,,Hydraulic,SCHINDLER ELEVATOR,Passenger,2018-10-05 09:53:40.1004497 +00:00,2018-10-05 09:53:40.1004289 +00:00
3358,1002015,LOWCOUNTRY HOTELS,HOLIDAY INN EXPRESS #1,3025 W MONTAGUE AVE,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-05-23 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:53:44.7822533 +00:00,2018-10-05 09:53:44.7822419 +00:00
3359,1002016,LOWCOUNTRY HOTELS,HOLIDAY INN EXPRESS #2,3025 W MONTAGUE AVENUE,N CHARLESTON,SC,29418,CHARLESTON,Active,2019-05-23 00:00:00.0000000,,TRACTION W/STEEL ROPES,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:53:45.5416155 +00:00,2018-10-05 09:53:45.5416037 +00:00
3360,1002017,SOUTHEASTERN SPINE,SOUTHEASTERN SPINE,1122 CHUCK DAWLEY BLVD,MT. PLEASANT,SC,29464,CHARLESTON,Active,2019-03-16 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:53:47.0486889 +00:00,2018-10-05 09:53:47.0486739 +00:00
3361,1002018,PPCP-CENTRAL BUSINESS OFFICE,PPCP-CENTRAL BUSINESS OFFICE,2500 ELMS CENTER RD,N CHARLESTON,SC,29406,CHARLESTON,Active,2019-07-16 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:53:48.6982203 +00:00,2018-10-05 09:53:48.6982078 +00:00
3362,1002019,CCSD,RIVERS EDUCATION CTR,1002 KING STREET,CHARLESTON,SC,29403,CHARLESTON,Active,2019-05-23 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:54:02.2946143 +00:00,2018-10-05 09:54:02.2945974 +00:00
3363,1002020,MT MORIAH CHURCH,MT MORIAH CHURCH,7396 RIVERS AVE,N CHARLESTON,SC,29406,CHARLESTON,Active,2019-03-19 00:00:00.0000000,,Hydraulic,THYSSENKRUPP ELEVATOR,Passenger,2018-10-05 09:54:13.7730937 +00:00,2018-10-05 09:54:13.7730786 +00:00
3364,1002021,ST. PATRICKS CATHOLIC CHURCH,ST. PATRICKS CATHOLIC CHURCH,134 ST. PHILLIPS STREET,CHARLESTON,SC,29401,CHARLESTON,Active,2016-12-28 00:00:00.0000000,,Hydraulic,OTHER,Wheelchair Lift,2018-10-05 09:54:22.3537498 +00:00,2018-10-05 09:54:22.3537285 +00:00
